text,label
열상이 있고 혈액순환이 장애를 겪고 있는 환자,2
익수환자로 인한 패혈증 의증이 있는 환자,2
귀를 절단당한 환자,2
"의식수준이 변화한 환자로, 유해물질을 흡입한 후 의식이 일부 변화된 상태",2
객혈이 있고 의식수준이 변화한 환자,2
급성 또는 갑작스런 시력장애를 호소하는 환자,2
기괴한 행동을 보이며 패혈증 의증을 충족시키는 환자,2
혈액순환에 문제가 있는 환자로 인해 발생한 복통을 호소하는 소화기 질환 환자,2
"중증 외상으로 인한 관통 상처가 있으며, 열 및 면역억제 상태인 환자",2
음경부종으로 인해 중등도 호흡곤란을 보이는 환자,2
"토혈이 나오는 환자로, 열 및 면역억제 상태가 동반된 경우",2
열이 있고 면역억제 상태에 있는 고혈당 환자,2
중등도 호흡곤란을 보이는 다뇨증 환자,2
"열과 면역억제 상태를 가진 환자로, 전문 진료가 필요한 상황입니다.",2
"중증 외상을 입은 환자로, 둔상에 의한 손상이 있으며 고위험성 사고로 발생한 상황입니다.",2
고위험성 임신으로 분류되며 사고 기전이 발생한 산모  ,2
열이 동반되는 질내 이물질이 발견된 면역억제 상태의 환자,2
급성 중심성 중증 통증을 호소하는 중증 둔상 외상 환자.,2
"호흡기 객혈과 열, 면역억제 상태를 가진 환자호흡기 질환으로 인한 출혈이 있으며 발열 및 면역억제 상태가 나타나는 환자",2
소화기:복부종괴/팽만:중등도 호흡곤란중등도 호흡곤란을 보이며 복부종괴 또는 팽만이 의심되는 환자,2
"명백한 상지 손상으로 인해 손에 변형이 있을 경우, 정형외과 전문의의 진료가 필요합니다. 상지의 해부학적 구조와 기능을 고려하여 치료 및 수술 옵션을 검토하고, 환자의 손 기능 및 모양을 최대한 회복하기 위한 계획을 수립할 수 있습니다. 상지 손상의 정확한 평가와 적시에 적절한 치료를 받는 것이 중요합니다.",3
이물질로 인한 피부 자극으로 가려움증이 있는 환자경미한 호흡곤란 증상을 보이는 환자,3
산부인과 응급실에 20주 이상임신한 분만을 위해 내원한 환자자궁 수축이 2분 이상 지속되는 상태로 산후출혈 및 태아 손상 등의 위험이 있는 환자,3
"급성 착란의 주요 증상은 두통이나 의식상태의 변화를 동반하지 않으며, 일시적인 혼란 상태를 보이는 환자입니다.",3
열이 있으며 3 SIRS 기준을 만족하지 않는 다뇨증으로 인한 환자,3
열을 느끼며 패혈증 가능성이 있는 환자,3
갑자기 보행이 어려운 환자,3
"열이 있으며, 혈액순환에 문제가 있을 수 있는 환자",3
급성 말초성 중증 통증을 호소하며 양측 다리에 부종이 있는 환자.,3
기괴한 행동을 보이지만 혈압과 맥박이 정상인 상태의 환자,3
만성 중심성 중증 통증(810)으로 인한 변비 증상을 보이는 환자,3
"귀에서 삼출물이 나오며 귀가 아파보이는 환자패혈증의 가능성이 있는 상태로, 고열과 혼란이 동반된 환자",3
비정상 맥박수와 맥박압을 보이지만 혈액순환은 안정한 상태인 환자,3
"급성 착란의 주된 증상은 두통 또는 의식상태의 변화를 동반하지 않는 상태로서, 일시적인 현실과의 접촉을 잃거나 주변 환경에 대한 정확한 인식이 어려워지는 증상을 보이는 환자입니다.",3
"눈이 붓고 충혈되어 있으며, 급성으로 발생한 중증한 눈 주변의 통증을 호소하는 환자.",3
열이 있고 중증 외상으로 관통 상처가 있는 환자로 패혈증 가능성이 있지만 SIRS 기준은 만족하지 않는 환자,3
"의심 증상은 경증 호흡곤란이며, 특이소견으로 비 심인성 흉통을 호소하는 환자입니다.",3
소화기 질환으로 인한 황달 증상이 있으며 경증 호흡곤란을 호소하는 환자,3
화면상으로 확인되는 피부 혹이나 돌기와 굳은살이 있으며 통증이 있는 환자. 추가적으로 SIRS 기준을 만족하는 것으로 보임.,3
명백한 상지 손상으로 인해 변형이 확인되는 환자,3
급성 말초성 중증 통증을 호소하는 음경부종 환자  ,3
"경증 호흡곤란을 호소하는 환자 중 음순부종의 가능성이 있는 경우, 산부인과를 찾아야 합니다. 호흡곤란과 함께 음순부종의 증상을 보이는 환자는 조기 치료가 필요하므로 의료진의 신속한 판단과 처치가 필수적입니다.",3
"열이 높은 증상을 보이는 환자로, 패혈증 가능성이 있는 상태이지만 3 SIRS 기준을 만족하지 않는 환자입니다.",3
급성 중심성 중등도 통증을 호소하는 발작 환자,3
연하장애를 보이는 환자 중 호흡곤란이 없는 경우,3
열이 있고 SIRS 기준을 만족하지 않는 환자. 드레싱 교체가 필요한 상태입니다.,3
열이 있으며 SIRS 기준을 만족하지 않는 생리문제를 호소하는 환자,3
"과다호흡을 하고 있으며, 혈압과 맥박이 정상 범위 내에 있지만 호흡이 과다한 환자. ",3
구토가 지속되는 환자,3
비정상 맥박수와 맥박압을 보이지만 혈액순환이 안정적인 상태에서 황달 증상을 보이는 환자,3
"열이 높고 두부손상이 있는 환자로, 패혈증 가능성을 배제할 수 없는 상황  ",3
코 외부에 상처가 있고 경미한 호흡곤란을 겪고 있는 환자,3
"20주 이상의 임신부인이 열 증상이 있으며, SIRS 기준을 만족하지 못하는 상황",3
출혈성 소화기 질환으로 인한 출혈이 발생한 환자,3
이물질로 인한 피부 손상과 비정상적인 맥박수 또는 맥박압이 혈역학적으로 안정한 환자,3
비정상 맥박수와 맥박압을 보이지만 혈역학적으로 안정한 상태인 환자,3
"열을 느끼고 있는 중증 외상 환자로, 패혈증 가능성이 있으며 SIRS 기준을 만족하지 않는 상태입니다.",3
소화기 질환으로 인한 혈변 또는 흑색변이 나타나며 경증의 호흡곤란을 호소하는 환자입니다.,3
'급성 중심성 중등도 통증을 호소하는 환자'로 내원한 경우환자의 통증을 정확히 평가하고 적절한 진료 및 치료를 위해 내원한 환자,3
소화기 질환으로 인한 샅고(둔부)와 골반 부위 통증을 호소하는 환자급성 중심성 중등도(47점)의 통증을 호소하는 종괴(종양 또는 신경근 노프기성 병변) 환자,3
환경 손상으로 인한 저체온증에 의해 경증 호흡곤란을 보이는 환자,3
"질내 이물질로 인한 열성 증상이 있으며, 패혈증 가능성이 있는 환자",3
출혈성 질환으로 코외상을 겪은 환자,3
귀의 삼출물이 동반되며 경증의 호흡곤란을 보이는 환자,3
안면외상으로 인한 중등도나 경증의 출혈이 있는 환자,3
발진이 있고 경미한 호흡곤란을 보이는 환자,3
"귀:삼출물,귀:비정상 맥박수/맥박압 (혈역학적으로 안정)귀에서 삼출물이 나오며 비정상적인 맥박수나 맥박압을 보이는 환자.",3
"만성 중심성 중증 통증을 호소하는 환자로, 통증 점수가 810점인 환자",3
급성 중심성 중등도 통증을 호소하는 환자  ,3
열이 있으며 국소성 부종이 발생하고 있으며 SIRS 기준을 만족하지 않는 환자,3
"열이 동반된 보행장애 및 운동실조가 나타나고 있으며, 패혈증 가능성이 있지만 3 SIRS 기준을 만족하지 못하는 환자",3
드레싱 교체 후 경증 호흡곤란을 호소하는 환자.,3
경미한 항문이나 직장 외상으로 인해 호흡이 어려워지는 환자,3
급성 말초성 중증 통증을 호소하는 코 질환 환자,3
급성 중심성 중등도 통증을 호소하며 눈이 매우 밝고 눈이 눈부심을 느끼는 환자,3
"열이 있으며 환각 또는 망상이 있는 환자로, 패혈증 가능성이 있으며 3 SIRS 기준을 만족하지 않는 상태를 의미합니다.",3
경증 호흡곤란을 호소하며 음순부종이 의심되는 환자,3
구강 혹은 식도에 이물질이 걸려 경미한 호흡곤란을 보이는 환자,3
물질 오용으로 인한 과다 복용으로 경증 호흡곤란을 보이는 환자,3
비정상 맥박수나 맥박압을 가지고 있지만 혈액순환이 안정적인 상태에 있는 황달 환자,3
산부인과 내에서 음순부종으로 호소하며 경증 호흡곤란을 느끼는 환자Sanbuingo department patient presenting with mild respiratory distress due to vulvar edema,3
"일반적인 상태에서 저혈당으로 인해 비정상적인 맥박수나 맥박압을 보이는 환자로, 혈역학적으로는 안정한 상태입니다.",3
"환경손상으로 인해 익숙한 상황에서 비정상적인 맥박수 또는 맥박압을 보이는 환자로, 혈역학적으로 안정한 상태입니다.",3
구체적인 자살 계획이 없지만 과다 복용으로 물질 오용이 의심되는 환자,3
토혈이 있는 환자로 혈압과 맥박수가 혈역학적으로 안정한 상태,3
"요통으로 방문한 환자가 경증 호흡곤란을 호소할 경우, 심각한 합병증이 발생하고 있을 수 있습니다. 호흡곤란은 심각한 증상으로 산소의 공급이 충분하지 않은 상태를 나타내므로 즉각적인 의료진의 평가와 치료가 필요합니다. 특히 요통과 함께 호흡곤란을 호소하는 경우, 신경학적인 문제 뿐만 아니라 호흡기나 심혈관계 등 심각한 합병증이 숨어있을 수 있으므로 응급 상황으로 판단해야 합니다. 호흡곤란은 생명을 위협할 수 있는 중요한 증상이므로 즉각적인 응급처치가 필요합니다.",3
비정상 맥박수나 맥박압이 있지만 혈역학적으로 안정한 상태인 환자,3
비정상 맥박수와 맥박압이 증가하지 않고 혈액순환 상태가 안정한 환자,3
급성으로 발생한 중증 통증을 호소하는 환자.,3
열이 있으며 경부 외상으로 인한 통증을 느끼는 환자,3
급성 중심성 중등도 통증을 호소하는 단독 흉부 둔상으로 인한 외상 환자,3
"급성 말초성 중증 통증을 호소하는 환자로, 요로감염이 의심되는 상황입니다. 환자의 증상이 매우 심각하여 즉시 의료진의 진료가 필요한 상태일 수 있습니다.",3
"토혈과 함께 비정상적인 맥박수와 맥박압이 동반된 환자로, 혈역학적으로 안정한 상태에 있는 환자.",3
의식소실을 호소하는 환자 ,3
"급성 말초성 중증 통증을 호소하는 환자로, 안면 외상의 가능성을 염두에 둘 필요가 있습니다. 이러한 증상을 가진 환자는 이비인후과를 방문하여 적절한 치료 및 관리를 받아야 합니다.",3
경미한 호흡곤란을 주소로 하는 물림 상처가 있는 환자,3
"고혈당이 324mg/dl 이상으로 높게 나타나고, 아무런 증상이 없는 상태입니다.",3
구체적인 자살 계획이 없지만 물질을 과다 복용하는 환자,3
"급성 중심성 중등도 통증을 호소하는 환자로, 발작의 가능성을 염두에 둔 상태를 가진 환자",3
급성 말초성 중증 통증을 호소하며 감염 가능성이 있는 피부 질환을 가진 환자,3
의뢰된 환자비정상 맥박수/맥박압을 보이지만 혈역학적으로 안정한 상태인 환자를 위한 일반 진료가 필요합니다.,3
"소화기:복부종괴/팽만:열(아파보임),<3 SIRS 기준 만족열이 동반된 아파보이는 복부종괴/팽만 환자",3
급성으로 발생한 말초성 중증 통증(810)을 호소하는 환자화살떨이나 벌에 쏘임으로 인해 심한 통증을 호소하는 환자,3
스테이플 또는 봉합사를 제거한 상태에서 열이 나타나며 SIRS 기준을 만족하지 않는 환자  ,3
급성 중심성 중등도 통증을 호소하며 연하장애나 연하곤란을 보이는 환자.,3
"열을 느끼고 있으며, 패혈증 가능성을 배제할 수 없는 상태의 환자",3
"만성 중심성 중증 흉통 환자 중 통증이 매우 심한 경우, 심혈관 질환의 가능성을 염두에 둬야 합니다. 해당 환자는 시급한 응급 의료 진료를 받아야 합니다.",3
"소화기 질환으로 인해 복부종괴나 팽만이 발생하고, 지속적으로 구토하는 환자",3
신경학:신체운동장애:긴 시간 동안 상지 또는 하지의 약화 증상이 지속되거나 회복된 상태인 환자,3
안과 진료가 필요한 환자급성 말초성 중증 통증을 호소하며 눈이 충혈되고 분비물이 나오는 환자,3
열이 있으며 3 SIRS 기준을 만족하지 않는 고혈압 환자,3
고환 부위에 통증과 부종이 있으며 열이 있어 보이는 환자,3
"환자가 육체적 폭행 또는 성폭행을 당한 경우, 정신건강 상태가 매우 중요합니다. 이러한 상황에서는 심리적 외상을 겪은 환자에 대한 적절한 치료와 지원이 필요합니다. 정신건강 전문가들은 트라우마 후 스트레스 장애 등의 문제를 신속하고 효과적으로 다루는 데 중점을 둡니다. 그러므로 이러한 환자들을 위해 정신건강 전문가들이 제공하는 치료 및 상담 서비스를 이용하도록 권유하는 것이 중요합니다.",3
만성 중심성 중증 통증을 호소하는 외상으로 인한 생식기 질환이 있는 환자,3
이물질로 인한 연하장애가 의심되는 환자,3
급성 말초성 중증 통증을 호소하며 혈뇨를 경험하는 환자,3
경증 호흡곤란을 호소하며 몸이 춥고 저체온증 증상이 나타나는 환경손상을 가진 환자,3
"열이 있으며 환자가 아프다고 느끼고 있으며, 심근경색 등으로 인한 청색증이 나타나 있으며, 패혈증의 가능성은 있으나 3 SIRS 기준을 만족하지는 않는 상태의 환자",3
피부가 저위험 감염원으로부터 액체가 튈 경우속이 빈 주사바늘이 아닌 상황에서의 노출이 있을 수 있습니다.,3
"급성 중심성 경증 통증을 호소하는 환자로, 소변 배출장애가 있습니다.",4
열이 있으며 건강해 보이는 환자,4
열(건강해보임)을 호소하며 유방의 발적 및 압통을 호소하는 환자,4
"열이 있으나 건강해보이고, 1SIRS 기준을 만족하는 호흡기 질환 환자",4
"열(건강해보임), 1SIRS 기준만족(열) 소화기 직장내 이물질로 인한 열을 호소한 환자입니다.",4
"소화기 질환으로 인한 구토와 구역 증상이 있으며, 탈수의 가능성이 있는 환자",4
만성 말초성 중증 통증을 호소하는 하지 손상 환자,4
"열(건강해보임)이며 스테이플 또는 봉합사를 제거한 환자로, 체온 상승으로 인한 1SIRS 기준을 충족하는 상태입니다.",4
급성 중심성 경증 통증을 호소하며 소변을 배출하는 데 어려움을 겪는 환자,4
"열이 있으나 건강 상태는 보임1SIRS 기준을 만족하는 환자로, 관절 부종이 동반된 상태",4
"소화기 질환을 가진 환자로, 구토나 설사로 인해 탈수의 가능성이 있는 상황에 있는 환자",4
열이 있으며 이통(귀 통증)을 호소하는 환자,4
급성으로 발생한 중등도의 통증을 호소하는 환자입니다. 이러한 경우 일반적으로 진료 및 치료가 필요합니다.,4
"석고붕대가 꽉 끼어 아프지만, 신경혈관 손상의 가능성은 없는 상태로, 상지 손상을 가진 환자",4
열이 있으나 건강해보이며 1SIRS 기준을 만족시키고 있는 안면외상 환자,4
경증의 불안과 초조한 증상을 보이나 안정되어 있는 환자,4
심혈관 질환으로 인한 한쪽 얼굴이 홍조를 띄고 있는 환자뜨거운 사지에 국소적인 염증이 있는 환자,4
"열이 있으나 건강해보이고, 패혈증 가능성이 있는 상태로 생각됨",4
만성적인 떨림 증상이 있는 환자  ,4
"열(건강해보임), 1SIRS 기준만족(열)열이 있으나 건강해보이며, SIRS 기준 중 열만 만족하는 환자",4
급성 말초성 중등도 통증을 호소하는 환자,4
급성으로 발생한 중도의 상지 통증을 호소하는 환자,4
급성 말초성 중등도 통증을 호소하는 환자  ,4
만성 중심성 중등도 통증을 호소하고 있는 만성 복부종괴 또는 팽만을 가진 환자,4
열상이 있고 봉합이 필요한 상황으로 응급처치가 필요한 환자,4
"만성 중심성 중등도 통증을 호소하는 환자로, 요로감염 가능성을 염두에 둬야 합니다. 이러한 증상을 보이는 환자는 비뇨기과 전문의의 진료를 받아야 합니다.",4
급성 말초성 중등도 통증을 호소하며 딸꾹질을 겪고 있는 소화기 질환 환자,4
열이 있으며 건강한 상태처럼 보이는 환자,4
이물질로 인한 눈에 급성으로 발생한 중등도의 통증을 호소하는 환자                                                                                    ,4
"열이 있으나 건강해보이며, 1SIRS 기준을 충족하는 환자",4
급성 중심성 경증 통증을 호소하는 요통 환자,4
만성 중심성 중등도 통증을 호소하며 요로감염 증상을 보이는 환자,4
급성으로 발생한 말초성 중등도 통증을 호소하는 환자,4
급성 말초성 중등도 통증을 호소하는 환자에게 드레싱 교체를 시행합니다. 이는 상처 관리를 위해 드레싱을 교체하고 상처 주변을 청결하게 유지하여 감염을 예방하는 것을 목적으로 합니다. 이와 함께 통증 관리를 위한 적절한 약물 치료나 치료법도 함께 고려될 수 있습니다.,4
"열이 있지만 상태가 건강해 보이고, 1SIRS 기준을 충족시키는 상태입니다.",4
"열(건강해보임), 1SIRS 기준만족(열)",4
"열 증세가 있으며 SIRS 기준 중 열이 하나 충족되는 상태로, 보다 건강해 보이는 환자",4
"열 증세가 관찰되는 환자로, 패혈증 가능성은 낮지만 경고 신호일 수 있습니다.",4
"우울증 증상을 보이는 환자로, 자살 생각이 없으며 우울함을 호소하는 환자",4
호흡에 어려움이 없는 환자,4
"양측 다리에 부기가 있으며 열이 있고, 1SIRS 기준을 만족하는 환자",4
식욕부진이 있으며 건강해 보이는 환자,4
"열이 있으나 건강해 보이며, SIRS 기준 중 열만 만족시키는 환자",4
질 출혈이 있으며 경증이거나 점상인 환자,4
급성 중심성 경증 통증을 호소하며 20주 미만의 임신으로 내원한 환자,4
급성 중심성 경증 통증을 호소하며 의료 장비 문제로 내원한 환자.,4
이물질로 인한 눈의 급성 말초성 중등도 통증을 호소하는 환자.,4
만성 중심성 중등도 통증을 호소하며 복부종괴 또는 팽만이 있는 환자,4
열 증세를 보이며 1SIRS 기준을 만족하는 안면외상 환자,4
"급성 중심성 경증 통증을 호소하는 환자로, 소변 배출 장애가 있는 경우",4
"열 증상이 있으며 1SIRS 기준을 충족하는 환자, 생식기 외상을 가졌을 가능성이 있는 환자",4
"급성 말초성 중등도 통증을 호소하는 환자로, 국소성 부종 혹은 발적이 있을 수 있습니다.",4
"열 증상이 있으며, 1가지 SIRS 기준을 만족하는 환자",4
"만성 말초성 중증 통증을 호소하는 환자로, 전문 진료가 필요한 상태입니다.",4
급성 말초성 중등도 통증을 호소하며 이물질 또는 이물체가 귀에 들어간 것으로 의심되는 환자,4
"생리불순, 생리 과다, 생리통 등 생리문제로 인한 불편을 겪는 환자",4
만성으로 지속되는 말초성 상지 통증이 심한 환자,4
열상이 있고 출혈이 지혈되거나 조절되고 있는 환자,4
"급성 말초성 중등도 통증을 호소하는 환자로, 국소성 부종이나 발적이 있는 상태입니다.",4
열이 있으며 건강 상태가 양호해 보이는 환자,4
"생리불규칙로 인한 열이 있으며, 1SIRS 기준을 충족시키는 환자입니다.",4
열이 있지만 건강 상태가 괜찮아 보이는 환자입니다. SIRS 기준 중 고열이 있어 1가지 기준을 만족하고 있는 상태입니다.,4
급성 말초성 중등도 통증을 호소하는 피부 상태를 가진 환자,4
급성 말초성 중등도 통증을 호소하며 피부 감염 가능성이 있는 환자,4
"안면통증을 호소하며 건강해보이는 환자로, 열이 있고 1SIRS 기준을 만족하는 상태",4
샅고랑부위(Groin) 통증을 호소하는 환자급성 중심성 경증 통증(<4)을 호소하는 환자,4
급성 중심성 경증 통증을 호소하는 환자입니다.,4
급성 중심성 경증 통증을 호소하는 20주 이상의 임신부로 내원한 환자,4
급성 중심성 경증 통증을 호소하는 환자.,4
"유방의 발적이 있고 열이 있으며, 1SIRS 기준을 만족하는 환자",4
"열이 있으며 피부에 혹, 돌기, 굳은살이 있는 환자로, 1가지 SIRS 기준만 충족된 상태입니다. 해당 환자는 건강해 보입니다.",4
열증상이 있으며 1SIRS 기준을 만족하는 전신쇠약 환자,4
"만성 중심성 중등도 통증을 호소하고 있는 환자로, 일반 진료를 받으러 왔습니다.",4
"열 증세를 호소하며 패혈증 가능성이 있는 상태로, 1SIRS 기준을 만족하는 환자환자는 열을 호소하며, 패혈증의 가능성이 있으며, 1SIRS 기준을 충족하는 상태일 수 있습니다.",4
열 증세가 있으며 1SIRS 기준을 만족시키는 환자,4
열이 있으며 환자의 상태가 건강해 보이는 상태에서 객혈이 나오는 호흡기 질환  ,4
우울증이 있는 환자로서 자살 생각은 없으며 우울한 감정을 느끼고 있는 상태입니다.,4
경미한 출혈이 있으나 자궁경부 열림이 없는 환자,4
만성 중심성 중등도 통증을 호소하는 생식기 외상 환자,4
"만성 중심성 중등도 통증을 호소하는 환자로, 생식기 외상으로 인한 증상을 보이는 경우.",4
"열증상이 있으나 건강해보이며, SIRS 기준을 충족시키는 환자",4
만성 말초성 중증 통증을 호소하며 생식기의 분비물 혹은 피부병변이 있을 수 있는 환자입니다.,4
만성 중심성 중등도 복통을 호소하는 환자,4
열이 있으며 건강 상태가 양호해 보이는 중증 외상으로 관통 상을 가진 환자,4
"급성 말초성 중등도 통증을 호소하는 환자로, 요로감염이 의심되는 상황을 보이는 경우",4
급성인데 중등도인 상지 통증이 있는 환자,4
열을 호소하며 건강해보이는 환자열 증상이 있으며 1SIRS 기준을 만족하는 환자,4
"열(건강해보임)으로 현혹된 상태로, SIRS 기준을 충족하는 환자",4
급성 말초성 중등도 통증이 있는 귀 통증 환자,4
급성 중심성 경증 통증을 호소하는 성폭행 피해자,4
열과 구토 증상을 보이며 건강 상태가 나쁘지는 않은 환자,4
"열과 안와주위 부종이 있으며, 건강해보이는 환자",4
급성 말초성 중등도 통증을 호소하는 단독 흉부 둔상 환자  ,4
만성 중심성 중등도 통증을 호소하는 요통 환자,4
열이 있지만 건강 상태로 보이는 환자,4
"석고붕대가 꽉 끼어 아프지만, 신경혈관 장애는 없는 환자",4
만성적인 환각으로 인한 경증의 불안과 초조함을 겪고 있는 환자,5
만성 말초성 통증으로 인한 상지 통증 증상을 보이며 통증 점수가 8점 미만인 환자,5
급성 말초성 소양증으로 인한 경증 통증을 호소하는 환자,5
만성 말초성 통증으로 인한 경증 증상을 호소하는 환자,5
만성 또는 반복적인 두통을 호소하는 환자환자의 두통 증상에 대한 상세한 평가 및 치료가 필요합니다.,5
건강해보이며 열이 없지만 상기도 감염 증상을 호소하는 환자.,5
급성으로 발생한 말초성 혈뇨로 인해 경증 통증을 겪고 있는 환자,5
항문이나 직장 부위에 외상 손상을 입은 환자소화기:설사:급성 설사급성 설사 증상을 보이는 환자소화기:식욕부진:급성 식욕부진급성으로 식욕이 감퇴한 환자,5
급성으로 발생한 눈 주변 경증 통증을 호소하며 재검을 요청한 환자,5
급성 말초성 경증 안면통증이 있는 환자,5
급성으로 발생한 귀 손상으로 인해 경계적인 통증을 느끼는 환자,5
황달이지만 건강해보이는 환자화당 관련 증상이 있지만 환자의 전반적인 건강 상태는 양호한 상태여 보임,5
급성으로 발생한 말초성 경증 통증을 호소하고 있는 환자,5
급성으로 발생한 코 이물질로 인해 경증 통증을 겪고 있는 환자.,5
생식기의 분비물이나 피부병변으로 인해 급성 말초성 경증 통증을 호소하는 환자,5
만성 중심성 경증 통증을 호소하는 경부부종 환자,5
급성 말초성 경증 통증을 호소하는 환자 관찰 및 치료  ,5
눈이 붉고 눈물이 나는 증상으로 만성적인 증세를 보이는 환자  ,5
급성으로 발생한 경증 코외상으로 인한 코 통증이 발생한 환자,5
만성 중심성 경증 통증을 호소하는 변비를 가진 환자,5
"만성으로 계속되는 복부 종괴 또는 팽만 증상이 있지만, 환자의 건강 상태는 일반적으로 양호한 것으로 보입니다.",5
급성으로 발생한 관절 부종으로 인한 경증 통증을 호소하는 환자.,5
"감염 가능성이 있는 상황으로, 상처 부위가 붓고 붉게 변하며 높은 열이 나타나는 환자",5
급성 말초성 경증 통증을 호소하는 환자,5
"급성으로 발생한 경증 통증이 있고, 상처를 확인해야 하는 환자",5
생식기 외상으로 인한 통증이 없는 상태의 환자,5
급성 말초성 경증 통증을 호소하는 음순부종 환자,5
만성 불면증으로 인해 수월한 수면에 장애를 겪고 있는 환자,5
"급성 말초성 경증 통증을 호소하는 환자로, 동상이나 냉 손상으로 인한 피부 손상이 있는 경우",5
정상 범위에서 비정상 검사 수치를 보이지만 활력 징후나 위험 수치는 나타나지 않는 상태,5
경증한 증상을 호소하며 특이적인 증상이 없는 환자,5
상지 손상으로 인한 만성 경증 통증을 호소하는 환자,5
샅고랑부위(Groin) 통증이 있는 환자샅고랑부위(Groin) 통증을 호소하며 종괴를 보이는 환자,5
급성 말초성 경증 통증을 호소하는 물림 환자.,5
생식기의 분비물이나 피부병변으로 인한 급성 말초성 경증 통증을 호소하는 환자.,5
만성 말초성 통증으로 증상을 호소하며 경증의 통증을 느끼는 환자,5
급성으로 발생한 질 통증 및 가려움을 호소하는 환자 중에서 말초성이며 경증인 경우(<4),5
"코가 이상 없어 보이며, 열이 없는 상태",5
피부에 외부 이물질이 묻은 상태로 증상을 보이는 환자,5
"눈의 상태를 재확인하기 위한 안과 내원안과에서 눈의 건강 상태를 다시 확인하는 과정입니다. 기존에 발견된 문제나 증상을 다시 검토하고, 추가적인 검사나 치료가 필요한지 평가합니다.",5
만성 중심성 경증 통증을 호소하며 복부 불쾌감을 느끼는 환자,5
만성 중심성 경증 통증을 호소하며 혈뇨 증상이 있는 환자.,5
"급성 말초성 경증 통증을 호소하는 환자로, 음순부종이 의심되며 통증이 4단계 미만인 경우입니다.",5
만성 중심성 경증 고환 통증 및 부종으로 증상이 경미한 환자,5
"드레싱을 교체하는 과정을 안내하는 대표적인 단계들은 다음과 같습니다.드레싱 교체 손을 씻고 필요한 모든 장비를 손에 쥐어 환자 주변에 정리합니다. 이전 드레싱을 제거하고 상처를 깨끗하게 닦아 청결을 유지합니다. 적절한 방법으로 새로운 드레싱을 가져와 상처에 씌웁니다. 새로운 드레싱이 올바르게 고정되었는지 확인하고 외부로 고리나 밴드를 사용하여 보호합니다.드레싱을 교체하는 과정은 상처의 상태와 환자의 상황에 따라 다를 수 있으므로, 실제 교체 시에는 전문가의 지시에 따라 진행해야 합니다.",5
급성 말초성 혈뇨로 인해 경증(통증 점수 <4)을 호소하는 환자,5
질 분비물이 경증인 환자,5
만성이고 경증인 요로감염으로 인한 증상이 있어 상담을 받고 싶어 ,5
만성 중심성 경증 통증을 호소하는 변비 증상을 보이는 환자,5
만성 말초성 통증으로 인한 손 상처로 8점 이하의 통증을 호소하는 환자,5
하지의 만성 경증 통증을 호소하는 환자확립된 질병이나 손상으로 인한 지속적인 하지 통증을 호소하는 환자,5
스테이플이나 봉합사를 제거하는 절차를 겪은 환자  ,5
찰과상이 있으며 경미한 통증을 느끼는 환자,5
급성 말초성 경증 통증을 호소하는 환자  ,5
"양측 다리에 부종이 있고, 급성으로 발생한 경증 통증이 있는 환자",5
"코막힘 증상을 호소하는 환자 중 건초열 증상을 보이는 경우, 건초열에 대한 치료 및 증상 완화를 위해 상담이 필요합니다.",5
"피부 표면에 혹, 돌기, 굳은살이 발견되는 환자피부 표면에 이상이 있는 환자를 지칭합니다.",5
"만성이거나 비급성인 정신건강 상태를 가진 환자들은 장기적인 관리와 지속적인 치료가 필요합니다. 이러한 상태에는 조현병, 우울증, 불안장애 등이 포함될 수 있으며, 치료에는 정기적인 약물 복용, 정신과 상담, 사회적 지지가 필요할 수 있습니다. 또한, 가족이나 주변 사람들의 지원과 이해가 중요하며, 적절한 사회복지 시스템과의 연계도 필요합니다. 이러한 환자들은 정기적인 치료와 관리를 통해 삶의 질을 향상시키고, 사회에서의 적응을 돕는 것이 중요합니다.",5
"급성으로 발생한 직장 혹은 회음부 통증이 있으며, 경증 수준의 통증을 호소하는 환자.",5
샅고랑부위(Groin)통증을 호소하는 환자만성 중심성 경증 통증(<4)을 호소하는 종괴 환자,5
안와 주위에 부종이 발생한 환자,5
"스테이플이나 봉합사 제거를 위해 방문한 환자화상, 통증, 출혈 등의 합병증이 없는 환자",5
"급성으로 발생한 눈 충혈과 눈 분비물이 있으며, 말초성에서 경증한 통증(4점 미만)을 호소하는 환자",5
"눈 상태를 다시 확인하는 것으로, 이전 검사 결과를 다시 확인하거나 추가적인 특이사항을 확인하는 과정을 말합니다.",5
경증 증상을 호소하며 특이한 증상이 없는 환자,5
산부인과를 찾은 환자로서 질통증과 가려움이 동반된 증상을 보이는 환자,5
전염성 질환에 노출된 환자식사나 주거환경 등으로 전염성 질환에 노출된 환자,5
"만성 말초성 통증을 호소하며 혈뇨가 있는 환자로, 통증 점수가 8미만인 경우",5
상지의 만성 경증 통증을 호소하는 환자,5
"처방전 및 투약문의에 대해 문의하신 경우, 병원이나 의사의 처방전을 통해 약물을 처방받은 후에 약물을 올바르게 복용하는 방법이나 부작용에 대한 문의 등을 할 수 있습니다. 또한 처방전의 유효기간, 약물의 보관 방법 등에 대한 궁금증을 해결해 드릴 수 있습니다.",5
"유방 부위에 발적이나 압통이 있는 환자로, 급성 말초성 경증 통증을 느끼는 경우입니다.",5
만성 중심성 경증 통증으로 진료를 받는 환자.,5
